Freq.	I(L1)/v(n001)
4.51855944374926e+001	(-1.04087937901442e+002dB,8.99081963110959e+001°)
4.57088189614879e+001	(-1.03987938154834e+002dB,8.99092455211405e+001°)
4.62381021399264e+001	(-1.03887938402457e+002dB,8.99102827018575e+001°)
4.67735141287202e+001	(-1.03787938644444e+002dB,8.99113079907214e+001°)
4.73151258961485e+001	(-1.03687938880922e+002dB,8.99123215236305e+001°)
4.78630092322643e+001	(-1.03587939112017e+002dB,8.99133234349249e+001°)
4.84172367584104e+001	(-1.03487939337852e+002dB,8.99143138574045e+001°)
4.89778819368451e+001	(-1.03387939558545e+002dB,8.99152929223462e+001°)
4.95450190804795e+001	(-1.03287939774214e+002dB,8.99162607595218e+001°)
5.01187233627277e+001	(-1.03187939984974e+002dB,8.99172174972148e+001°)
5.06990708274709e+001	(-1.03087940190936e+002dB,8.99181632622377e+001°)
5.12861383991370e+001	(-1.02987940392210e+002dB,8.99190981799484e+001°)
5.18800038928966e+001	(-1.02887940588901e+002dB,8.99200223742674e+001°)
5.24807460249778e+001	(-1.02787940781115e+002dB,8.99209359676936e+001°)
5.30884444230993e+001	(-1.02687940968954e+002dB,8.99218390813211e+001°)
5.37031796370258e+001	(-1.02587941152516e+002dB,8.99227318348546e+001°)
5.43250331492439e+001	(-1.02487941331899e+002dB,8.99236143466261e+001°)
5.49540873857630e+001	(-1.02387941507199e+002dB,8.99244867336098e+001°)
5.55904257270409e+001	(-1.02287941678508e+002dB,8.99253491114381e+001°)
5.62341325190355e+001	(-1.02187941845917e+002dB,8.99262015944166e+001°)
5.68852930843847e+001	(-1.02087942009515e+002dB,8.99270442955394e+001°)
5.75439937337163e+001	(-1.01987942169388e+002dB,8.99278773265043e+001°)
5.82103217770877e+001	(-1.01887942325622e+002dB,8.99287007977273e+001°)
5.88843655355595e+001	(-1.01787942478300e+002dB,8.99295148183570e+001°)
5.95662143529017e+001	(-1.01687942627501e+002dB,8.99303194962899e+001°)
6.02559586074364e+001	(-1.01587942773305e+002dB,8.99311149381837e+001°)
6.09536897240175e+001	(-1.01487942915791e+002dB,8.99319012494722e+001°)
6.16595001861489e+001	(-1.01387943055032e+002dB,8.99326785343790e+001°)
6.23734835482426e+001	(-1.01287943191103e+002dB,8.99334468959312e+001°)
6.30957344480200e+001	(-1.01187943324077e+002dB,8.99342064359731e+001°)
6.38263486190555e+001	(-1.01087943454023e+002dB,8.99349572551799e+001°)
6.45654229034662e+001	(-1.00987943581010e+002dB,8.99356994530707e+001°)
6.53130552647479e+001	(-1.00887943705106e+002dB,8.99364331280223e+001°)
6.60693448007603e+001	(-1.00787943826377e+002dB,8.99371583772813e+001°)
6.68343917568622e+001	(-1.00687943944887e+002dB,8.99378752969779e+001°)
6.76082975391989e+001	(-1.00587944060699e+002dB,8.99385839821381e+001°)
6.83911647281437e+001	(-1.00487944173874e+002dB,8.99392845266965e+001°)
6.91830970918944e+001	(-1.00387944284472e+002dB,8.99399770235086e+001°)
6.99841996002281e+001	(-1.00287944392552e+002dB,8.99406615643634e+001°)
7.07945784384146e+001	(-1.00187944498171e+002dB,8.99413382399951e+001°)
7.16143410212910e+001	(-1.00087944601385e+002dB,8.99420071400957e+001°)
7.24435960074998e+001	(-9.99879447022487e+001dB,8.99426683533265e+001°)
7.32824533138912e+001	(-9.98879448008160e+001dB,8.99433219673297e+001°)
7.41310241300926e+001	(-9.97879448971388e+001dB,8.99439680687406e+001°)
7.49894209332465e+001	(-9.96879449912684e+001dB,8.99446067431985e+001°)
7.58577575029193e+001	(-9.95879450832545e+001dB,8.99452380753584e+001°)
7.67361489361828e+001	(-9.94879451731459e+001dB,8.99458621489021e+001°)
7.76247116628701e+001	(-9.93879452609903e+001dB,8.99464790465492e+001°)
7.85235634610081e+001	(-9.92879453468344e+001dB,8.99470888500683e+001°)
7.94328234724291e+001	(-9.91879454307235e+001dB,8.99476916402876e+001°)
8.03526122185627e+001	(-9.90879455127022e+001dB,8.99482874971059e+001°)
8.12830516164109e+001	(-9.89879455928139e+001dB,8.99488764995026e+001°)
8.22242649947081e+001	(-9.88879456711012e+001dB,8.99494587255490e+001°)
8.31763771102681e+001	(-9.87879457476055e+001dB,8.99500342524180e+001°)
8.41395141645205e+001	(-9.86879458223674e+001dB,8.99506031563947e+001°)
8.51138038202387e+001	(-9.85879458954265e+001dB,8.99511655128861e+001°)
8.60993752184611e+001	(-9.84879459668216e+001dB,8.99517213964315e+001°)
8.70963589956091e+001	(-9.83879460365904e+001dB,8.99522708807124e+001°)
8.81048873008025e+001	(-9.82879461047702e+001dB,8.99528140385618e+001°)
8.91250938133757e+001	(-9.81879461713968e+001dB,8.99533509419743e+001°)
9.01571137605968e+001	(-9.80879462365058e+001dB,8.99538816621155e+001°)
9.12010839355921e+001	(-9.79879463001316e+001dB,8.99544062693315e+001°)
9.22571427154775e+001	(-9.78879463623079e+001dB,8.99549248331580e+001°)
9.33254300797003e+001	(-9.77879464230678e+001dB,8.99554374223297e+001°)
9.44060876285936e+001	(-9.76879464824433e+001dB,8.99559441047895e+001°)
9.54992586021448e+001	(-9.75879465404661e+001dB,8.99564449476971e+001°)
9.66050878989826e+001	(-9.74879465971668e+001dB,8.99569400174386e+001°)
9.77237220955824e+001	(-9.73879466525756e+001dB,8.99574293796345e+001°)
9.88553094656952e+001	(-9.72879467067218e+001dB,8.99579130991490e+001°)
1.00000000000001e+002	(-9.71879467596342e+001dB,8.99583912400983e+001°)
1.01157945425991e+002	(-9.70879468113407e+001dB,8.99588638658593e+001°)
1.02329299228077e+002	(-9.69879468618688e+001dB,8.99593310390776e+001°)
1.03514216667936e+002	(-9.68879469112453e+001dB,8.99597928216764e+001°)
1.04712854805091e+002	(-9.67879469594963e+001dB,8.99602492748641e+001°)
1.05925372517730e+002	(-9.66879470066475e+001dB,8.99607004591430e+001°)
1.07151930523762e+002	(-9.65879470527239e+001dB,8.99611464343167e+001°)
1.08392691402122e+002	(-9.64879470977498e+001dB,8.99615872594987e+001°)
1.09647819614320e+002	(-9.63879471417492e+001dB,8.99620229931194e+001°)
1.10917481526242e+002	(-9.62879471847454e+001dB,8.99624536929349e+001°)
1.12201845430198e+002	(-9.61879472267612e+001dB,8.99628794160337e+001°)
1.13501081567233e+002	(-9.60879472678188e+001dB,8.99633002188447e+001°)
1.14815362149690e+002	(-9.59879473079400e+001dB,8.99637161571447e+001°)
1.16144861384036e+002	(-9.58879473471462e+001dB,8.99641272860658e+001°)
1.17489755493955e+002	(-9.57879473854580e+001dB,8.99645336601023e+001°)
1.18850222743704e+002	(-9.56879474228958e+001dB,8.99649353331186e+001°)
1.20226443461743e+002	(-9.55879474594795e+001dB,8.99653323583559e+001°)
1.21618600064639e+002	(-9.54879474952284e+001dB,8.99657247884392e+001°)
1.23026877081240e+002	(-9.53879475301615e+001dB,8.99661126753847e+001°)
1.24451461177140e+002	(-9.52879475642974e+001dB,8.99664960706061e+001°)
1.25892541179419e+002	(-9.51879475976541e+001dB,8.99668750249219e+001°)
1.27350308101668e+002	(-9.50879476302492e+001dB,8.99672495885619e+001°)
1.28824955169315e+002	(-9.49879476621002e+001dB,8.99676198111742e+001°)
1.30316677845232e+002	(-9.48879476932239e+001dB,8.99679857418310e+001°)
1.31825673855643e+002	(-9.47879477236367e+001dB,8.99683474290361e+001°)
1.33352143216334e+002	(-9.46879477533548e+001dB,8.99687049207306e+001°)
1.34896288259167e+002	(-9.45879477823941e+001dB,8.99690582642994e+001°)
1.36458313658895e+002	(-9.44879478107697e+001dB,8.99694075065778e+001°)
1.38038426460291e+002	(-9.43879478384969e+001dB,8.99697526938573e+001°)
1.39636836105596e+002	(-9.42879478655903e+001dB,8.99700938718921e+001°)
1.41253754462278e+002	(-9.41879478920642e+001dB,8.99704310859048e+001°)
1.42889395851113e+002	(-9.40879479179328e+001dB,8.99707643805927e+001°)
1.44543977074595e+002	(-9.39879479432096e+001dB,8.99710938001335e+001°)
1.46217717445674e+002	(-9.38879479679083e+001dB,8.99714193881915e+001°)
1.47910838816823e+002	(-9.37879479920417e+001dB,8.99717411879227e+001°)
1.49623565609446e+002	(-9.36879480156228e+001dB,8.99720592419813e+001°)
1.51356124843623e+002	(-9.35879480386639e+001dB,8.99723735925250e+001°)
1.53108746168206e+002	(-9.34879480611774e+001dB,8.99726842812206e+001°)
1.54881661891251e+002	(-9.33879480831752e+001dB,8.99729913492493e+001°)
1.56675107010818e+002	(-9.32879481046690e+001dB,8.99732948373128e+001°)
1.58489319246114e+002	(-9.31879481256700e+001dB,8.99735947856378e+001°)
1.60324539069007e+002	(-9.30879481461895e+001dB,8.99738912339822e+001°)
1.62181009735896e+002	(-9.29879481662384e+001dB,8.99741842216398e+001°)
1.64058977319957e+002	(-9.28879481858273e+001dB,8.99744737874457e+001°)
1.65958690743759e+002	(-9.27879482049665e+001dB,8.99747599697815e+001°)
1.67880401812259e+002	(-9.26879482236663e+001dB,8.99750428065804e+001°)
1.69824365246177e+002	(-9.25879482419364e+001dB,8.99753223353319e+001°)
1.71790838715762e+002	(-9.24879482597867e+001dB,8.99755985930873e+001°)
1.73780082874941e+002	(-9.23879482772266e+001dB,8.99758716164641e+001°)
1.75792361395872e+002	(-9.22879482942653e+001dB,8.99761414416513e+001°)
1.77827941003895e+002	(-9.21879483109118e+001dB,8.99764081044138e+001°)
1.79887091512882e+002	(-9.20879483271751e+001dB,8.99766716400975e+001°)
1.81970085861002e+002	(-9.19879483430636e+001dB,8.99769320836336e+001°)
1.84077200146899e+002	(-9.18879483585859e+001dB,8.99771894695437e+001°)
1.86208713666290e+002	(-9.17879483737502e+001dB,8.99774438319439e+001°)
1.88364908948983e+002	(-9.16879483885644e+001dB,8.99776952045497e+001°)
1.90546071796328e+002	(-9.15879484030365e+001dB,8.99779436206801e+001°)
1.92752491319097e+002	(-9.14879484171742e+001dB,8.99781891132625e+001°)
1.94984459975808e+002	(-9.13879484309849e+001dB,8.99784317148365e+001°)
1.97242273611489e+002	(-9.12879484444759e+001dB,8.99786714575587e+001°)
1.99526231496892e+002	(-9.11879484576544e+001dB,8.99789083732068e+001°)
2.01836636368160e+002	(-9.10879484705275e+001dB,8.99791424931835e+001°)
2.04173794466957e+002	(-9.09879484831018e+001dB,8.99793738485211e+001°)
2.06538015581057e+002	(-9.08879484953842e+001dB,8.99796024698857e+001°)
2.08929613085408e+002	(-9.07879485073810e+001dB,8.99798283875806e+001°)
2.11348903983668e+002	(-9.06879485190987e+001dB,8.99800516315510e+001°)
2.13796208950227e+002	(-9.05879485305434e+001dB,8.99802722313875e+001°)
2.16271852372706e+002	(-9.04879485417214e+001dB,8.99804902163305e+001°)
2.18776162394959e+002	(-9.03879485526383e+001dB,8.99807056152736e+001°)
2.21309470960568e+002	(-9.02879485633001e+001dB,8.99809184567675e+001°)
2.23872113856838e+002	(-9.01879485737125e+001dB,8.99811287690243e+001°)
2.26464430759310e+002	(-9.00879485838808e+001dB,8.99813365799206e+001°)
2.29086765276782e+002	(-8.99879485938106e+001dB,8.99815419170014e+001°)
2.31739464996852e+002	(-8.98879486035070e+001dB,8.99817448074839e+001°)
2.34422881531997e+002	(-8.97879486129753e+001dB,8.99819452782610e+001°)
2.37137370566170e+002	(-8.96879486222205e+001dB,8.99821433559050e+001°)
2.39883291901954e+002	(-8.95879486312473e+001dB,8.99823390666706e+001°)
2.42661009508246e+002	(-8.94879486400607e+001dB,8.99825324364993e+001°)
2.45470891568508e+002	(-8.93879486486654e+001dB,8.99827234910218e+001°)
2.48313310529562e+002	(-8.92879486570658e+001dB,8.99829122555624e+001°)
2.51188643150963e+002	(-8.91879486652664e+001dB,8.99830987551414e+001°)
2.54097270554935e+002	(-8.90879486732715e+001dB,8.99832830144792e+001°)
2.57039578276891e+002	(-8.89879486810855e+001dB,8.99834650579991e+001°)
2.60015956316532e+002	(-8.88879486887125e+001dB,8.99836449098308e+001°)
2.63026799189543e+002	(-8.87879486961564e+001dB,8.99838225938135e+001°)
2.66072505979886e+002	(-8.86879487034213e+001dB,8.99839981334989e+001°)
2.69153480392697e+002	(-8.85879487105110e+001dB,8.99841715521547e+001°)
2.72270130807797e+002	(-8.84879487174293e+001dB,8.99843428727673e+001°)
2.75422870333822e+002	(-8.83879487241798e+001dB,8.99845121180449e+001°)
2.78612116862983e+002	(-8.82879487307661e+001dB,8.99846793104210e+001°)
2.81838293126451e+002	(-8.81879487371917e+001dB,8.99848444720566e+001°)
2.85101826750397e+002	(-8.80879487434600e+001dB,8.99850076248437e+001°)
2.88403150312666e+002	(-8.79879487495744e+001dB,8.99851687904081e+001°)
2.91742701400123e+002	(-8.78879487555380e+001dB,8.99853279901120e+001°)
2.95120922666645e+002	(-8.77879487613540e+001dB,8.99854852450573e+001°)
2.98538261891802e+002	(-8.76879487670256e+001dB,8.99856405760877e+001°)
3.01995172040208e+002	(-8.75879487725557e+001dB,8.99857940037924e+001°)
3.05492111321558e+002	(-8.74879487779472e+001dB,8.99859455485079e+001°)
3.09029543251365e+002	(-8.73879487832031e+001dB,8.99860952303214e+001°)
3.12607936712402e+002	(-8.72879487883260e+001dB,8.99862430690730e+001°)
3.16227766016844e+002	(-8.71879487933188e+001dB,8.99863890843586e+001°)
3.19889510969146e+002	(-8.70879487981841e+001dB,8.99865332955322e+001°)
3.23593656929635e+002	(-8.69879488029244e+001dB,8.99866757217090e+001°)
3.27340694878845e+002	(-8.68879488075422e+001dB,8.99868163817674e+001°)
3.31131121482598e+002	(-8.67879488120401e+001dB,8.99869552943517e+001°)
3.34965439157835e+002	(-8.66879488164204e+001dB,8.99870924778746e+001°)
3.38844156139210e+002	(-8.65879488206853e+001dB,8.99872279505196e+001°)
3.42767786546458e+002	(-8.64879488248373e+001dB,8.99873617302434e+001°)
3.46736850452539e+002	(-8.63879488288784e+001dB,8.99874938347785e+001°)
3.50751873952575e+002	(-8.62879488328109e+001dB,8.99876242816352e+001°)
3.54813389233583e+002	(-8.61879488366367e+001dB,8.99877530881039e+001°)
3.58921934645013e+002	(-8.60879488403580e+001dB,8.99878802712579e+001°)
3.63078054770109e+002	(-8.59879488439767e+001dB,8.99880058479552e+001°)
3.67282300498093e+002	(-8.58879488474947e+001dB,8.99881298348407e+001°)
3.71535229097181e+002	(-8.57879488509139e+001dB,8.99882522483489e+001°)
3.75837404288452e+002	(-8.56879488542361e+001dB,8.99883731047054e+001°)
3.80189396320569e+002	(-8.55879488574631e+001dB,8.99884924199298e+001°)
3.84591782045362e+002	(-8.54879488605965e+001dB,8.99886102098369e+001°)
3.89045144994289e+002	(-8.53879488636381e+001dB,8.99887264900399e+001°)
3.93550075455786e+002	(-8.52879488665894e+001dB,8.99888412759515e+001°)
3.98107170553506e+002	(-8.51879488694521e+001dB,8.99889545827864e+001°)
4.02717034325468e+002	(-8.50879488722276e+001dB,8.99890664255633e+001°)
4.07380277804122e+002	(-8.49879488749174e+001dB,8.99891768191069e+001°)
4.12097519097339e+002	(-8.48879488775229e+001dB,8.99892857780498e+001°)
4.16869383470345e+002	(-8.47879488800456e+001dB,8.99893933168342e+001°)
4.21696503428592e+002	(-8.46879488824867e+001dB,8.99894994497143e+001°)
4.26579518801602e+002	(-8.45879488848475e+001dB,8.99896041907580e+001°)
4.31519076827775e+002	(-8.44879488871293e+001dB,8.99897075538485e+001°)
4.36515832240176e+002	(-8.43879488893333e+001dB,8.99898095526866e+001°)
4.41570447353323e+002	(-8.42879488914607e+001dB,8.99899102007919e+001°)
4.46683592150973e+002	(-8.41879488935126e+001dB,8.99900095115054e+001°)
4.51855944374933e+002	(-8.40879488954901e+001dB,8.99901074979906e+001°)
4.57088189614886e+002	(-8.39879488973943e+001dB,8.99902041732354e+001°)
4.62381021399271e+002	(-8.38879488992261e+001dB,8.99902995500540e+001°)
4.67735141287209e+002	(-8.37879489009865e+001dB,8.99903936410886e+001°)
4.73151258961492e+002	(-8.36879489026764e+001dB,8.99904864588108e+001°)
4.78630092322650e+002	(-8.35879489042968e+001dB,8.99905780155235e+001°)
4.84172367584111e+002	(-8.34879489058485e+001dB,8.99906683233624e+001°)
4.89778819368458e+002	(-8.33879489073324e+001dB,8.99907573942978e+001°)
4.95450190804802e+002	(-8.32879489087492e+001dB,8.99908452401358e+001°)
5.01187233627284e+002	(-8.31879489100996e+001dB,8.99909318725204e+001°)
5.06990708274716e+002	(-8.30879489113844e+001dB,8.99910173029346e+001°)
5.12861383991377e+002	(-8.29879489126043e+001dB,8.99911015427021e+001°)
5.18800038928974e+002	(-8.28879489137599e+001dB,8.99911846029887e+001°)
5.24807460249785e+002	(-8.27879489148518e+001dB,8.99912664948041e+001°)
5.30884444231001e+002	(-8.26879489158806e+001dB,8.99913472290028e+001°)
5.37031796370266e+002	(-8.25879489168469e+001dB,8.99914268162862e+001°)
5.43250331492446e+002	(-8.24879489177511e+001dB,8.99915052672035e+001°)
5.49540873857638e+002	(-8.23879489185938e+001dB,8.99915825921531e+001°)
5.55904257270417e+002	(-8.22879489193754e+001dB,8.99916588013845e+001°)
5.62341325190363e+002	(-8.21879489200963e+001dB,8.99917339049991e+001°)
5.68852930843855e+002	(-8.20879489207568e+001dB,8.99918079129517e+001°)
5.75439937337171e+002	(-8.19879489213574e+001dB,8.99918808350522e+001°)
5.82103217770886e+002	(-8.18879489218983e+001dB,8.99919526809662e+001°)
5.88843655355603e+002	(-8.17879489223799e+001dB,8.99920234602167e+001°)
5.95662143529025e+002	(-8.16879489228024e+001dB,8.99920931821857e+001°)
6.02559586074373e+002	(-8.15879489231660e+001dB,8.99921618561145e+001°)
6.09536897240184e+002	(-8.14879489234709e+001dB,8.99922294911058e+001°)
